"titre_clean","auteurs","annee_extrait","type_doc_std","mots_cles","methode_instruments","methode_analyse"
"étude du rôle de lentourage sur la satisfaction à légard de lapparence des adolescents","Gagné, Anne-Sophie",2023,"Thèse/Mémoire","adolescent | adolescente / soutien social / pratique parentale / facteur de risque / satisfaction / insatisfaction / physique / poids","Questionnaires","Analyse statistiqueAnalyse de contenu"
"échelle des rôles paternels (erp) : liens avec des facteurs de vulnérabilité chez les pères québécois","Zaine, Y-Lane Noémie / Charbonneau, Elizabeth / Cindea, Denisa Maria / Fontaine, Émilie / Dorion, Anne-Sophie / Puentes-Neuman, Guadalupe",2023,"Article","paternité / rôle / mesure / vulnérabilité / compétence parentale / stress parental / outil","Questionnaires","Analyse statistique"
"the impact of cultural identity, parental communication, and peer influence on substance use among indigenous youth in canada","Reynolds, Ashley / Keough, Matthew T. / Blacklock, Adrienne / Tootoosis, Curtis / Whelan, Joseph / Bomfim, Emiliana / Mushquash, Christopher / Wendt, Dennis C. / O’connor, Roisin M. / Burack, Jacob A.",2023,"Article","culture / jeune / autochtone / premières nations / facteur de protection / tabagisme / toxicomanie / alcoolisme","Questionnaires","Analyse statistique"
"perception des éducatrices de lintégration au préscolaire denfants ayant des besoins particuliers : une étude exploratoire","Soulez, Clara / Béliveau, Marie-Julie / Champagne, Laurence / Breault, Chantale / Labelle, Fannie",2023,"Article","trouble du spectre de l’autisme | tsa / éducateur | éducatrice / besoin particulier / enfant / préscolaire / intégration scolaire / perception / neurodiversité","Questionnaires","Analyse statistique"
"“what if?”: caregivers experiences following early childhood concussion","Dupont, Dominique / Larivière-Bastien, Danaë / Caron, Jeffrey G. / Beaudoin, Cindy / Gravel, Jocelyn / Gagnon, Isabelle / Burstein, Brett / Beaudin, Myriam / Rose, Sean C. / Yeates, Keith O. / Beauchamp, Miriam H.",2023,"Article","petite enfance / parent | parents / soins de santé / prévention / traumatisme craniocérébral / développement de l’enfant / expérience","Guide d’entretien semi-directif","Analyse de contenu"
"comparative efficacy of the triple p program on parenting practices and family violence against children","Gagné, Marie-Hélène / Clément, Marie-Ève / Milot, Tristan / Paradis, Hélène / Voyer-Perron, Pascale",2023,"Article","triple p / parentage / discipline / prévention / maltraitance / enfant / violence familiale / intervention","Questionnaires","Analyse statistique"
"parents history of childhood interpersonal trauma and postpartum depressive symptoms: the moderating role of mindfulness","Godbout, Natacha / Paradis, Alison / Rassart, Camille-Andrée / Sadikaj, Gentiana / Herba, Catherine M. / Drapeau-Lamothe, Meghan",2023,"Article","traumatisme / enfance / maltraitance / dépression / post-partum / pleine conscience / parent | parents / interdépendance","Questionnaire","Analyse statistique"
"la coparentalité au sein dune famille comportant un parent militaire","Mercier, Geneviève",2023,"Thèse/Mémoire","militaire / coparentalité / représentation / stratégie / défis / division sexuelle du travail / réunification familiale","- Questionnaire- Guide d’entretien semi-directif","Analyse de contenu"
"sleep ecology, objective sleep characteristics and behavior problems in preschoolers referred to child protection services: an exploratory study","Servot, Sabrina / St-Amand, Annick / Rousseau, Michel / Simard, Valérie / Touchette, Evelyne",2023,"Article","maltraitance / sommeil / trouble de comportement / enfant / protection de la jeunesse / préscolaire","Questionnaire","Analyse statistique"
"for me, its a real pain: a foray into the experience of parents involved in family-based treatment","Thibault, Isabelle / Leduc, Karissa / Tougas, Anne-Marie / Pesant, Caroline",2023,"Article","anorexie / boulimie / parent | parents / intervention familiale / adolescence / défi / trouble alimentaire","Guide d’entretien semi-directif","Analyse de contenu"
"la méthodologie de lenquête longitudinale auprès des parents séparés et recomposés du québec","Saint-Jacques, Marie-Christine / Robitaille, Caroline / Ivers, Hans",2023,"Autre","séparation / parent | parents / enfant / beau-parent | beaux-parents / recomposition familiale / services sociaux / statut socioéconomique / méthodologie",NA,"Réflexion critique"
"profiles of childhood adversities in inuit from nunavik: description and associations with indicators of socioeconomic characteristics, support, and community involvement","Lafrenaye-Dugas, Anne-Julie / Bélanger, Richard E. / Poliakova, Natalia / Riva, Mylène / Fletcher, Christopher / Godbout, Natacha / Fraser, Sarah / Courtemanche, Yohann / Moisan, Caroline / Muckle, Gina",2023,"Article","enfance / adversité / expérience / inuit / statut socioéconomique / facteur familial / maltraitance / transmission intergénérationnelle","Questionnaire","Analyse statistique"
"cumulative childhood trauma, sex motives and sexual satisfaction among emerging adults","Dugal, Caroline / Brochu, Ève-Marie / Kusion, Pierre-Yves / Doucet, Émilie / Binette, Cynthia / Péloquin, Katherine / Godbout, Natacha / Brassard, Audrey",2023,"Article","jeune adulte / satisfaction sexuelle / abus / maltraitance / motivation / traumatisme","Questionnaires","Analyse statistique"
"attachment, sexual motives, and sexual satisfaction among couples expecting their first child","Brassard, Audrey / Vallée-Destrempes, Mégane / Binet, Marie-Andrée / Brault-Labbé, Anne / Lafontaine, Marie-France / Péloquin, Katherine",2023,"Article","attachement / satisfaction sexuelle / couple / nouveau-né / primipare / grossesse / intimité","Questionnaires","Analyse statistique"
"validation of the student-rated parental school involvement questionnaire: factorial validity and invariance across time and sociodemographic characteristics","Goulet, Julie / Archambault, Isabelle / Morizot, Julien / Olivier, Elizabeth / Tardif-Grenier, Kristel",2023,"Article","engagement parental / implication / élève / école primaire / statut socioéconomique / montréal","Questionnaire","Analyse statistique"
"childhood abuse, intimate partner violence in young adulthood, and welfare receipt by midlife","Domond, Pascale / Orri, Massimiliano / Vergunst, Francis / Bouchard, Samantha / Findlay, Leanne / Kohen, Dafna / Hénert, Martine / Vitaro, Frank / Tremblay, Richard Ernest / Geoffroy, Marie-Claude / Côté, Sylvana",2023,"Article","violence physique / agression sexuelle / enfant / violence conjugale / aide gouvernementale / jeune adulte / emploi / facteur de risque","Questionnaires","Analyse statistique"
"satisfaction, intimacy and conflict in canadian couples: an analysis of change from adolescence to adulthood","Raymond, Maude / Poulin, François",2023,"Article","couple / relation amoureuse / satisfaction conjugale / jeune adulte / approche longitudinale / intimité / conflit / adolescence","Questionnaires","Analyse statistique"
"derivation of probable child maltreatment indicators using prospectively recorded information between 5 months and 17 years in a longitudinal cohort of canadian children","Scardera, Sara / Langevin, Rachel / Collin-Vézina, Delphine / Cabana, Maude C. / Pinto Pereira, Snehal M. / Côté, Sylvana / Ouellet-Morin, Isabelle / Geoffroy, Marie-Claude",2023,"Article","approche longitudinale / abus / maltraitance / négligence / adversité / enfant / adolescent | adolescente / violence","Questionnaires","Analyse statistique"
"homotypical and heterotypical intergenerational continuity of child maltreatment: evidence from a cohort of families involved with child protection services","Langevin, Rachel / Kern, Audrey / Esposito, Tonino / Hélie, Sonia",2023,"Article","maltraitance / protection de la jeunesse / continuité / transmission intergénérationnelle / mère / père / relation parent-enfant / enfance","Données administratives","Analyse statistique"
"lexpérience de la parentalité auprès dun.e enfant créatif.ve dans le genre : adaptations et défis du couple parental","Nadeau-Paquette, Karine",2023,"Thèse/Mémoire","lgbtq+ / parent | parents / transgenre / féminisme / approche systémique / dynamique conjugale / dynamique familiale / rapport de genre",NA,"Analyse de contenu"
"lorientation mentale maternelle et paternelle et la compréhension des émotions à lâge préscolaire en contexte de précarité financière","Sabourin-Guardo, Éléonore / Bernier, Annie / St-Laurent, Diane / Cyr, Chantal / Dubois-Comtois, Karine",2023,"Article","orientation mentale / sensibilité maternelle / engagement paternel / précarité / aide sociale / émotion / âge préscolaire","-	Questionnaires-	Grille d’observation","Analyse de contenu"
"the longitudinal effects of maternal parenting practices on childrens body mass index z-scores are lagged and differential","Kakinami, Lisa / Danieles, Prince Kevin / Hosseininasabnajar, Fatemeh / Barnett, Tracie A. / Henderson, Mélanie / Van Hulst, Andraea / Serbin, Lisa A. / Stack, Dale M. / Paradis, Gilles",2023,"Article","obésité / pratique parentale / indice de masse corporelle / enfance / parent | parents / relation mère-enfant","- Questionnaires- Guide d’entretien","Analyse statistique"
"negative comments about adolescents body weight: what are they and what is their connection with body image?","Gagné, Anne-Sophie / Blackburn, Marie-Ève / Dion, Jacinthe",2023,"Article","adolescence / satisfaction / entourage / adolescent | adolescente / poids / corps / attitude parentale","Questionnaires","Analyse statistiqueAnalyse de contenu"
"les pratiques de soutien social des collègues et des proches qui favorisent le fonctionnement des travailleurs vivant avec des symptômes anxieux ou dépressifs","Cleary, Jessika / Meunier, Sophie / Roberge, Camille / Lauzier-Jobin, François",2023,"Article","soutien social / proche / milieu de travail / emploi / anxiété / dépression / stress","Guide d’entretien semi-directif","Analyse de contenu"
"sexual exchanges explain the association between attachment insecurities and sexual satisfaction in long-term couples","Péloquin, Katherine / Byers, Elaine Sandra / Beaulieu, Noémie / Bergeron, Sophie / Brassard, Audrey",2023,"Article","attachement / satisfaction sexuelle / couple / relation conjugale / sexualité / anxiété / genre / théorie de l’attachement","Questionnaires","Analyse statistique"
